Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Abstract type,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Almost periodic solutions of impulsive BAM neural networks with variable delays on time scales","20140917402808","Wang, Chao (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Wang, C.(chaowang@ynu.edu.cn) ","Communications in Nonlinear Science and Numerical Simulation","Comm. Nonlinear Sci. Numer. Simul.","","Elsevier B.V.","19","8","2828-2842","August 2014","","","","2014","English","10075704","","","10.1016/j.cnsns.2013.12.038","","","","","","","Journal article (JA)","This paper is concerned with a class of impulsive BAM neural networks with variable delays on time scales. Some sufficient conditions are established to ensure the existence and exponential stability of almost periodic solutions for such class of impulsive BAM neural networks. The results are essentially new when T=R or T=Z. It is the first time that the existence and exponential stability of almost periodic solutions for impulsive BAM neural networks are obtained on time scales. Furthermore, an example and numerical simulations are given to illustrate our effectiveness of the obtained results. © 2014 Elsevier B.V.","","47","Neural networks","Asymptotic stability - Time measurement","Almost periodic solutions - BAM neural network - Time-scales - Variable delays","943.3 Special Purpose Instruments",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Draining algorithm for the maximum flow problem","20091712050419","Jiyang, Dong (1); Wei, Li (1); Congbo, Cai (2); Zhong, Chen (1) ","(1) Department of Physics, Xiamen University, Xiamen, 361005, China (2) Department of Communication, Xiamen University, Xiamen,361005, China ","Congbo, C. ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","3","","197-200","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.222","4797246","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75846","","Conference article (CA)","A new augmenting path based algorithm called draining algorithm is proposed for the maximum flow problem in this letter. Unlike other augmenting path based algorithms which augment gradually the flow from zero-flow to the maximum flow, the proposed algorithm drains the redundant capacities out of the network to achieve the maximum flow. Experimental results shown the high efficiency of the proposed algorithm in near saturated network, thought it has a same computational complex with the traditional augmenting path approach for regular flow networks. © 2009 IEEE.","","10","Computational efficiency","Mobile computing","Augmenting path - Flow network - High-efficiency - Maximum flow problems - Maximum flows - Saturated network - Zero flow","716 Telecommunication; Radar, Radio and Television - 716.3 Radio Systems and Equipment - 717 Optical Communication - 718 Telephone Systems and Related Technologies; Line Communications - 722.3 Data Communication, Equipment and Techniques - 722.4 Digital Computers and Systems - 723 Computer Software, Data Handling and Applications - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A biharmonic drive induces negative mobility at relatively high temperature","20152200892103","Yang, Linjing (1); Du, Luchun (1); Mei, Dongcheng (1) ","(1) Department of Physics, Yunnan University, Kunming; 650091, China ","Du, Luchun ","European Physical Journal B","Eur. Phys. J. B","","Springer Berlin Heidelberg","88","5","","May 29, 2015","","","","2015","English","14346028","14346036","","10.1140/epjb/e2015-60287-x","134","","","","","","Journal article (JA)","An inertial Brownian motor under the influence of a biased biharmonic signal is investigated numerically. For a finite positive bias force, the maximized negative current occurs at a relatively large noise intensity (D = 0.01), while the magnitude of the anomalous velocity is also very large (greater than 1.5). This result means one can observe remarkably abnormal transport behaviors at relatively high temperature by means of a biharmonic drive. © 2015, EDP Sciences, SIF, Springer-Verlag Berlin Heidelberg.","","21","Statistical Physics",,"Abnormal transport behaviors - Bi-harmonic drive - Brownian motors - High temperature - Negative currents - Negative mobility - Noise intensities - Statistical and Nonlinear Physics","931 Classical Physics; Quantum Theory; Relativity - 933 Solid State Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Reverse resonance in stock prices of financial system with periodic information","20133116552963","Li, Jiang-Cheng (1); Mei, Dong-Cheng (1) ","(1) Department of Physics, Yunnan University, Kunming, 650091, China ","Li, J.-C. ","Physical Review E - Statistical, Nonlinear, and Soft Matter Physics","Phys. Rev. E Stat. Nonlinear Soft Matter Phys.","","American Physical Society","88","1","","July 15, 2013","","","","2013","English","15393755","15502376","","10.1103/PhysRevE.88.012811","012811","","","","","PLEEE8","Journal article (JA)","We investigate the stochastic resonance of the stock prices in a finance system with the Heston model. The extrinsic and intrinsic periodic information are introduced into the stochastic differential equations of the Heston model for stock price by focusing on the signal power amplification (SPA). We find that for both cases of extrinsic and intrinsic periodic information a phenomenon of reverse resonance emerges in the behaviors of SPA as a function of the system and external driving parameters. Moreover, in both cases, a phenomenon of double reverse resonance is observed in the behavior of SPA versus the amplitude of volatility fluctuations, by increasing the cross correlation between the noise sources in the Heston model. © 2013 American Physical Society.","","78","Financial markets","Costs - Differential equations - Magnetic resonance - Stochastic models - Stochastic systems","Cross correlations - External driving - Financial system - Heston model - Noise source - Signal power amplification - Stochastic differential equations - Stochastic resonances","701.2 Magnetism: Basic Concepts and Phenomena - 911 Cost and Value Engineering; Industrial Economics - 921.2 Calculus - 922.1 Probability Theory - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Existence and global exponential stability of equilibrium for discrete-time fuzzy BAM neural networks with variable delays and impulses","20130816035076","Li, Yongkun (1); Wang, Chao (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Fuzzy Sets and Systems","Fuzzy Sets Syst","","Elsevier B.V.","217","","62-79","April 16, 2013","","","","2013","English","01650114","","","10.1016/j.fss.2012.11.009","","","","","","FSSYD8","Journal article (JA)","In this paper, we study a class of discrete-time fuzzy BAM neural networks with variable delays and impulses. Based on M-matrix theory and analytic methods, some sufficient conditions are established for the existence and global exponential stability of a unique equilibrium. Moreover, the exponential convergence rate index is estimated. A numerical example is given to show the effectiveness of the obtained results. In particular, the simulation figures establish that fuzzy systems do have more advantages than non-fuzzy systems. © 2012 Elsevier B.V.","","52","Fuzzy logic","Fuzzy inference - Fuzzy neural networks - Fuzzy systems","Analytic method - Discrete time - Equilibrium point - Exponential convergence rate - Fuzzy bam neural networks - Global exponential stability - Impulses - Variable delays","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 723.4 Artificial Intelligence - 961 Systems Science",,"Number: 10971183, Acronym: -, Sponsor: -; ","This work is supported by the National Natural Sciences Foundation of People’s Republic of China under Grant 10971183. ∗Corresponding author. Tel.: +86 8715031199. E-mail address: yklie@ynu.edu.cn (Y. Li).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Stochastic resonance in a tumor-immune system subject to bounded noises and time delay","20144100089315","Guo, Wei (1); Mei, Dong-Cheng (1) ","(1) Department of Physics, Yunnan University, Kunming; 650091, China ","Mei, Dong-Cheng ","Physica A: Statistical Mechanics and its Applications","Phys A Stat Mech Appl","","Elsevier B.V.","416","","90-98","December 15, 2014","","","","2014","English","03784371","","","10.1016/j.physa.2014.08.003","","","","","","PHYADX","Journal article (JA)","Immunotherapy is one of the most recent approaches in cancer therapy. A mathematical model of tumor-immune interaction, subject to a periodic immunotherapy treatment (imitated by a periodic signal), correlative and bounded stochastic fluctuations and time delays, is investigated by numerical simulations for its signal power amplification (SPA). Within the tailored parameter regime, the synchronous response of tumor growth to the immunotherapy, stochastic resonance (SR), versus both the noises and delays is obtained. The details are as follows (i) the peak values of SPA versus the noise intensity (A) in the proliferation term of tumor cells decrease as the frequency of periodic signal increases, i.e. an increase of the frequency restrains the SR; (ii) an increase of the amplitude of periodic signal restrains the SR versus A, but boosts up the SR versus the noise intensity B in the immune term; (iii) there is an optimum cross-correlated degree between the two bounded noises, at which the system exhibits the strongest SR versus the delay timeτα(the reaction time of tumor cell population to their surrounding environment constraints); (iv) upon increasing the delay timeτα, double SR versus the delay timeτβ(the time taken by both the tumor antigen identification and tumor-stimulated proliferation of effectors) emerges. These results may be helpful for an immunotherapy treatment for the sufferer. © 2014 Elsevier B.V. All rights reserved.","","79","Stochastic systems","Antigens - Cell culture - Cell proliferation - Circuit resonance - Immune system - Magnetic resonance - Stochastic models - Time delay - Timing circuits - Tumors","Cross-correlated sine-wiener noise - Noise intensities - Parameter regimes - Signal power amplification - Stochastic fluctuation - Stochastic resonances - Surrounding environment - Synchronous response","461 Bioengineering and Biology - 701.2 Magnetism: Basic Concepts and Phenomena - 703.1 Electric Networks - 713 Electronic Circuits - 713.4 Pulse Circuits - 922.1 Probability Theory - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Microwave dielectric properties and temperature increasing characteristics on zinc oxide dust with high content of Cl","20151900817971","Ma, Aiyuan (1, 2, 3); Zhang, Libo (1, 2, 3); Sun, Chengyu (3, 4); Peng, Jinhui (1, 2, 3); Liu, Bingguo (1, 2, 3); Liu, Chenhui (1, 2, 3); Zuo, Yonggang (1, 2, 3) ","(1) Yunnan Provincial Key Laboratory of Intensification Metallurgy, Kunming; 650093, China (2) Key Laboratory of Unconventional Metallurgy, Ministry of Education, Kunming University of Science and Technology, Kunming; 650093, China (3) Faculty of Metallurgy and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China (4) Yunnan Chihong Zn & Ge Co. Ltd., Qujing; 655011, China ","Zhang, Libo(lbzhang@kmust.edu.cn) ","Zhongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Central South University (Science and Technology)","Zhongnan Daxue Xuebao (Ziran Kexue Ban)","","Central South University of Technology","46","2","410-415","February 26, 2015","","","","2015","Chinese","16727207","","","10.11817/j.issn.1672-7207.2015.02.005","","","","","","ZDXZAC","Journal article (JA)","To study the technological possibility of removing chlorine from microwave roasting zinc oxide dust, the dielectric properties of zinc oxide dust with high content of Cl, which was derived from zinc leading residue treated in rotary kiln, was measured using a microwave cavity perturbation method, and the temperature increasing characteristics of oxide zinc dust were studied under different material quantities and different microwave powers, respectively. The results show that zinc oxide dust dielectric constant and dielectric loss are proportional to the apparent density. Meanwhile, apparent density of zinc oxide dust exhibits a linear function relationship with dielectric parameters and the microwave penetration depth. Zinc oxide dust has a strong microwave absorbing ability, and can reach 800 in 6 min under microwave heating. The heating rate increases with the increase of microwave roasting power and decreases with the increase of material quantity. ©, 2015, Central South University of Technology. All right reserved.","","31","Ores","Calcination - Dielectric losses - Dielectric properties - Dust - II-VI semiconductors - Microwave heating - Microwaves - Perturbation techniques - Temperature - Zinc oxide","Apparent density - Dielectric parameters - Linear functions - Material quantities - Microwave absorbing - Microwave cavity perturbations - Microwave dielectric properties - Microwave penetration depth","451.1 Air Pollution Sources - 641.1 Thermodynamics - 708.1 Dielectric Materials - 711 Electromagnetic Waves - 711.1 Electromagnetic Waves in Different Media - 802.3 Chemical Operations - 804.2 Inorganic Compounds - 921 Mathematics - 931.2 Physical Properties of Gases, Liquids and Solids",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Light concentrator for LHAASO-WFCTA","20183505752877","Yang, Rui (1); Lhaaso Collaboration (1) ","(1) Department of Physics, Yunnan University, Kunming, China ","Yang, Rui(yangrui@ynu.edu.cn) ","Proceedings of the 33rd International Cosmic Rays Conference, ICRC 2013","Proc. Int. Cosmic Rays Conf., ICRC","","Sociedade Brasileira de Fisica","2013-October","","","2013","Proceedings of the 33rd International Cosmic Rays Conference, ICRC 2013","","1 of 1","2013","English","","","9788589064293","","","33rd International Cosmic Rays Conference, ICRC 2013","July 2, 2013 - July 9, 2013","Rio de Janeiro, Brazil","135187","","Conference article (CA)","In order to avoid loss of Cherenkov signal resulting from the dead area among photomultiplier tubes (PMT) and invalid fringe of each PMT, the compound parabolic light concentrator (CPLC) used as front window of PMT array is considered to improve detective efficiency. On the basis of the edge-ray principle and features of Wide Field Cherenkov Telescope of LHAASO, a CPLC, with 1.46 in concentration ratio and 15.6mm in length has been designed. Moreover, its optical performance by simulation is presented in this paper. © 2013 Sociedade Brasileira de Fisica. All Rights Reserved.","","4","Cosmic rays","Concentration (process) - Cosmology - Photomultipliers","Cherenkov - Cherenkov Telescope - Concentration ratio - Light concentrators - Optical performance - Photomultiplier tube - WFCTA - Wide field","657 Space Physics - 657.2 Extraterrestrial Physics and Stellar Phenomena - 714.1 Electron Tubes",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Whispering gallery mode fiber laser based on PDMS substrate","20130115868780","Zhang, Yuanxian (1); Zhang, Xiaoxiao (1); Liu, Chun (1); Pu, Xiaoyun (1) ","(1) Department of Physics, Yunnan University, Kunming, Yunnan 650091, China ","Pu, X.(xypu@163.com) ","Zhongguo Jiguang/Chinese Journal of Lasers","Zhongguo Jiguang","","Science Press","39","11","1102001","November 2012","","","","2012","Chinese","02587025","","","10.3788/CJL201239.1102001","","","","","","ZHJIDO","Journal article (JA)","A whispering-gallery-mode (WGM) fiber laser integrated on a polydimethylsiloxane (PDMS) chip is presented which consists of a multimode quartz optical fiber, plastic wedge optical fiber, lasing dye solution, a glass and a PDMS substrate. A multimode quartz unclad optical fiber with a diameter of 279 μm and a plastic wedge optical fiber with a diameter of 200 μm are coupled and fixed on a glass substrate, and the length and width of the glass substrate are 2 cm and 1 cm, respectively. By pouring liquid PDMS on the glass substrate and oven dry, a flexible PDMS substrate (thickness is about 400 μm) is shaped. Then a fiber channel (length is 0.4 cm, both width and height are 400 μm) is carved in the contact position between PDMS and the coupled optical fiber. After injecting ethanol solutions of rhodamine 6G into the channel and packaging by a cover glass, a WGM laser chip integrated on a PDMS substrate is fabricated. Pumped by evanescent wave along the quartz optical fiber axis, low threshold energy of 8.5 μJ and directional WGM lasing emission has been successfully achieved on a PDMS chip.","","17","Whispering gallery modes","Chip scale packages - Fiber lasers - Glass - Lasers - Microchannels - Multimode fibers - Optical fiber fabrication - Optical fibers - Optical resonators - Plastic optical fibers - Polydimethylsiloxane - Quartz - Silicones - Substrates","Contact position - Directional emission - Ethanol solutions - Glass substrates - Lasing emissions - Multimode quartz optical fiber - Polydimethylsiloxane PDMS - Quartz optical fiber","482.2 Minerals - 714.2 Semiconductor Devices and Integrated Circuits - 714.3 Waveguides - 741.1.2 Fiber Optics - 741.3 Optical Devices and Systems - 744.1 Lasers, General - 744.4 Solid State Lasers - 812.3 Glass - 815.1.1 Organic Polymers",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The tactics generating of intelligent character based on the adaptive rule base of dynamic script","20091712050493","Zhaoyang, Qu (1, 2); Zhong, Xin (2) ","(1) North China Electric Power University, Baoding City, Hebei Province, China (2) School of Information Engineering, Northeast Dianli University, Jilin City, Jilin Province, China ","Zhaoyang, Q.(qzywww@mail.nedu.edu.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","3","","610-614","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.55","4797325","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75846","","Conference article (CA)","The intelligent character that possesses study ability, and can dynamically adapt to environmental changes has become one of the selling points featured by commercial games, since the traditional and artificially intelligent methods that have been adopted could not realize the act of complicated intelligent character. This passage puts forward the methods of how to generating tactics for intelligent character based on the adaptive rule base of dynamic script, and provides reasonable tactics for intelligent character through adaptive rule base of dynamic script in order that the intelligent character could adapt to the act of game players. In the simulation games related to practical power security rules, the test was carried out for the result executed by intelligent tactics, which has shown that the tactics provided by the adaptive rule base of dynamic script has greatly improved winning rate acted out by intelligent character. © 2009 IEEE.","","9","Computer aided software engineering","Mobile computing","Environmental change - Game players - Intelligent characters - Intelligent method - Rule base - Security rules - Simulation games","723.1 Computer Programming",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Symbolic model checking for three valued logic1","20091712050455","Guo, Jian (1, 3); Han, Jungang (2) ","(1) Microelectronics institute, xi'dian University, China (2) Computer department, xi'an institute posts and telecommunication, China (3) Software engineer institute, East China Normal University, China ","Guo, J.(jguo@sei.ecnu.edu.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","3","","401-405","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.333","4797285","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75846","","Conference article (CA)","Classical model checking can not be used to reason about system with uncertainty. We extend model checking in order to verify properties of a 3-valued system. A triple decision diagram (TDD) and its operations are given. Then states, transitional relations and label function of a system with a partial Kripke structure are implemented by TDDs. The algorithm of 3 valued symbolic model checking is presented. Finally potential applications in hardware and SoC are discussed. © 2009 IEEE.","","5","Model checking","Many valued logics - Mobile computing - System-on-chip","Classical model - Decision diagram - Kripke structure - Symbolic model checking - Three-valued","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 721.3 Computer Circuits",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Stochastic resonance induced by bounded noise and periodic signal in an asymmetric bistable system","20123215307173","Long, Fei (1); Guo, Wei (1); Mei, Dong-Cheng (1) ","(1) Department of Physics, Yunnan University, Kunming, 650091, China ","Mei, D.-C.(meidch@ynu.edu.cn) ","Physica A: Statistical Mechanics and its Applications","Phys A Stat Mech Appl","","Elsevier B.V.","391","22","5305-5310","November 15, 2012","","","","2012","English","03784371","","","10.1016/j.physa.2012.06.018","","","","","","PHYADX","Journal article (JA)","Stochastic resonance (SR) induced by the bounded noise in an asymmetric bistable system is investigated. Based on stochastic simulation, the signal power amplification SPA is derived for the case of the additive modulated signal. The simulation results indicate that: (1) the SR phenomenon is weakened by the asymmetry of the system; (2) increasing the frequency ω restricts the SR of the system; (3) there is an optimum value of amplitude A matching the strongest SR phenomenon. © 2012 Elsevier B.V. All rights reserved.","","44","Stochastic systems","Circuit resonance - Magnetic resonance - Stochastic models","Asymmetric bistable systems - Bounded noise - Modulated signal - Optimum value - Periodic signal - Signal power amplification - Stochastic resonances - Stochastic simulations","701.2 Magnetism: Basic Concepts and Phenomena - 703.1 Electric Networks - 922.1 Probability Theory - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The roles of extrinsic periodic information on the stability of stock price","20141117457384","Li, Jiang-Cheng (1); Mei, Dong-Cheng (1) ","(1) Department of Physics, Yunnan University, Kunming 650091, China ","","European Physical Journal B","Eur. Phys. J. B","","Springer New York LLC","87","2","","February 2014","","","","2014","English","14346028","14346036","","10.1140/epjb/e2014-41033-6","36","","","","","","Journal article (JA)","The roles of extrinsic periodic information on the stability of stock price for the case of the stock market crashes are investigated with Heston model. From numerical simulation of the mean escape time (MET), the results indicate that: (i) the varying amplitude of extrinsic periodic information induces and enhances a maximum in curve of the MET versus the mean reversion of volatility or initial position; (ii) there is a critical value of amplitude or frequency of extrinsic periodic information in the behavior of MET versus the long-run variance or amplitude of volatility fluctuations, and when amplitude or frequency takes value below the critical value, the increase in amplitude or frequency enhances the stability of stock price, but restrains it when amplitude or frequency takes value above the critical value. © 2014 EDP Sciences, SIF, Springer-Verlag Berlin Heidelberg.","","36","Financial markets","Costs - Statistical Physics","Critical value - Escape time - Heston model - Long-run variance - Mean reversion - Statistical and Nonlinear Physics - Stock market crashes - Stock price","911 Cost and Value Engineering; Industrial Economics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
