Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Stochastic resonance, reverse-resonance and stochastic multi-resonance in an underdamped quartic double-well potential with noise and delay","20113214210050","Du, Lu-Chun (1); Mei, Dong-Cheng (1) ","(1) Department of Physics, Yunnan University, Kunming, 650091, China ","Du, L.-C.(dulch@126.com) ","Physica A: Statistical Mechanics and its Applications","Phys A Stat Mech Appl","","Elsevier B.V.","390","20","3262-3266","October 1, 2011","","","2011","English","03784371","","","","10.1016/j.physa.2011.05.006","","","","","","PHYADX","Journal article (JA)","The stochastic resonance in an underdamped quartic double-well potential with time delayed feedback is studied numerically. The signal power amplification is employed to characterize the stochastic resonance of the system. Simulation results indicate that: (i) for moderate frequency of the periodic driving, the stochastic resonance is decreased monotonically by increasing the delay time, but at high frequency, the reverse-resonance is induced to transform into a stochastic resonance by time delay; (ii) the damping coefficient has a critical value for which the stochastic resonance is optimum; (iii) a stochastic multi-resonance emerges when the signal power amplification is a function of the driving frequency. © 2011 Elsevier B.V. All rights reserved.","28","Stochastic systems","Circuit resonance - Magnetic resonance - Time delay","Damping coefficients - Driving frequencies - Noise - Quartic double wells - Signal power amplification - Stochastic resonances - Time-delayed feedback - Underdamped bistable systems","701.2 Magnetism: Basic Concepts and Phenomena - 703.1 Electric Networks - 713 Electronic Circuits - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Multiband spectrum of tycho supernova remnant","20141917686268","Tang, Y.Y. (1); Fang, J. (1); Zhang, L. (1) ","(1) Department of Physics, Yunnan University, Kunming, PRC, China ","Zhang, L.(lizhang@ynu.edu.cn) ","Proceedings of the 32nd International Cosmic Ray Conference, ICRC 2011","Proc. Int. Cosm. Ray Conf., ICRC","China Center of Advanced Science and Technology (CCAST); Chinese Academy of Sciences (CAS); Institute of High Energy Physics (IHEP); National Natural Science Foundation of China (NSFC)","Institute of High Energy Physics","1","","145-148","2011","Proceedings of the 32nd International Cosmic Ray Conference, ICRC 2011","","2011","English","","","","","10.7529/ICRC2011/V01/1207","","32nd International Cosmic Ray Conference, ICRC 2011","August 11, 2011 - August 18, 2011","Beijing, China","104676","","Conference article (CA)","We model a time-dependent non-thermal particle and photon spectra for a Type Ia SNR Tycho with radio, X-ray, and TeV emission in the frame of diffusive shock acceleration of the non-thermal particles in the shell of the SNR. We consider two possible cases: TeV photons are produced by inverse Compton scattering of relativistic electrons and by π0-decay gamma-rays in proton-proton interaction, respectively. Our results indicate that (1) the observed multiband spectrum can be reproduced in these cases under reasonable range of model parameters; (2) there is remarkable difference in the energy range of ∼ 0.1 - 10 GeV for predicted spectra in these cases, which should be discerned by observations; and (3) a magnetic field amplification in the SNR is required.","21","Gamma rays","Atmospheric optics - Cosmic rays - Cosmology - Germanium compounds - Photons - Supernovae - Tellurium compounds","Acceleration of particles - Gamma rays: theory - ISM : clouds - ISM: individuals - Radiation mechanisms: non thermal","443.1 Atmospheric Properties - 657 Space Physics - 657.2 Extraterrestrial Physics and Stellar Phenomena - 931.3 Atomic and Molecular Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Bayesian network-based projected clustering","20085211817250","Zhou, Li-Hua (1); Liu, Wei-Yi (1); Xu, Yu-Feng (1); Chen, Hong-Mei (1) ","(1) School of Information, Yunnan University, Kunming 650091, China ","Zhou, L.-H.(lhzhou@ynu.edu.cn) ","Proceedings of the 7th International Conference on Machine Learning and Cybernetics, ICMLC","Proc. Int. Conf. Mach. Learn. Cybern., ICMLC","","IEEE Computer Society","5","","2651-2656","2008","Proceedings of the 7th International Conference on Machine Learning and Cybernetics, ICMLC","","2008","English","","","","9781424420964","10.1109/ICMLC.2008.4620856","4620856","7th International Conference on Machine Learning and Cybernetics, ICMLC","July 12, 2008 - July 15, 2008","Kunming, China","74802","","Conference article (CA)","Clustering in high dimensional data is an important task. Projected clustering has emerged as a possible solution to the challenges associated with high dimensional clustering. A projected cluster is a subset of points together with a subset of attributes, such that some category of value of cluster points has great probability in these attributes. The relationship between projected cluster and Bayesian network is discussed in this paper. The dense cells can be identified by Bayesian network, and then adjacent dense cells can be merged into a projected cluster. It avoids the blind selection of dimension and the chicken-and-egg problem that must identify dimensions and data objects simultaneously. It can also search clusters on arbitrary subspace. The experiment results on categorical attributes show that Bayesian network-Based Projected Clustering performs well in high dimensional data. © 2008 IEEE.","10","Bayesian networks","Clustering algorithms - Data mining - Machine learning","Categorical attributes - Cluster points - Data objects - High dimensional data - High-dimensional clustering - Projected clustering","723.2 Data Processing and Image Processing - 903.1 Information Sources and Analysis - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Color edge detection based on morphology","20082811358983","Jin, Zou (1); Hongsong, Li (1); Bin, Liu (1); Renfei, Zhang (1) ","(1) Institute of Information, Yunnan University, Kunming, Yunnan Province, China ","Jin, Z. ","HUT-ICCE 2006 First International Conference on Communications and Electronics, Proceedings","HUT-ICCE Int. Conf. Commun. Electron. Proc.","DAAD; EMT; et al.; Inst. Electron. Inf. Commun. Eng. Japan (IEICE); Institute of Electrical and Electronics Engineers (IEEE); Institute of Electronics Engineers of Korea (IEEK)","IEEE Computer Society","PART 1","","291-293","2006","HUT-ICCE 2006 1st International Conference on Communications and Electronics, Proceedings","","2006","English","","","1424405688","9781424405688","10.1109/CCE.2006.350812","4156463","HUT-ICCE 2006 1st International Conference on Communications and Electronics","October 10, 2006 - October 11, 2006","Hanoi, Viet nam","72413","","Conference article (CA)","in this paper we propose a simple and effective fuzzy color image edge detection algorithm. This novel algorithm is different from other color image edge detection algorithms which are based on image enhancement technology, it detect Fuzzy edge based on diminishing width of fuzzy edge. It overcomes some disadvantages of the fuzzy edge detection algorithms which are based on image enhancement technology. At last, we give the experiments result of the new algorithm. Experiment indicates the algorithm is a simple, practical, effective color image edge detection algorithm. © 2006 IEEE.","8","Edge detection","Color - Image enhancement - Image processing - Morphology - Signal detection","Color edge detection - Color images - Edge-based - Fuzzy edge - Fuzzy edge detection - Image enhancement technologies - Novel algorithm","716.1 Information Theory and Signal Processing - 741.1 Light/Optics - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Investigating Fermi GeV light curves of pulsars with the revised two-pole caustic model","20141917686736","Fang, Jun (1); Zhang, Li (1) ","(1) Department of Physics, Yunnan University, Kunming, China ","Fang, J.(fangjun@126.com) ","Proceedings of the 32nd International Cosmic Ray Conference, ICRC 2011","Proc. Int. Cosm. Ray Conf., ICRC","China Center of Advanced Science and Technology (CCAST); Chinese Academy of Sciences (CAS); Institute of High Energy Physics (IHEP); National Natural Science Foundation of China (NSFC)","Institute of High Energy Physics","7","","220-223","2011","Proceedings of the 32nd International Cosmic Ray Conference, ICRC 2011","","2011","English","","","","","10.7529/ICRC2011/V07/1146","","32nd International Cosmic Ray Conference, ICRC 2011","August 11, 2011 - August 18, 2011","Beijing, China","104676","","Conference article (CA)","Gamma-ray photons emerging from high-energy particles accelerated in magnetospheres of pulsars are an important probe to investigated high-energy processes involved in the magnetospheres. Recently, GeV light curves of several tens of pulsars have been obtained with the Fermi LAT. We use the revised two-pole caustic model to investigate properties of GeV light curves for pulsars. In the model, although acceleration gaps can extend from the star surface to the light cylinder along near the last open field lines, the extension of the gaps along the azimuthal direction is limited because of photon-photon pair production process. The detected GeV light curves of pulsars can be reproduced with the model, and the inclination and the viewing angles for a pulsar can be estimated by comparison of the resulting light curves with the detected one.","10","Pulsars","Cosmic rays - Cosmology - Gamma rays - Germanium compounds - Light - Magnetosphere - Photons - Poles","Acceleration gap - Azimuthal direction - Gamma-ray photons - High energy process - High-energy particles - Light cylinder - Open field lines - Viewing angle","408.2 Structural Members and Shapes - 443.1 Atmospheric Properties - 657 Space Physics - 657.2 Extraterrestrial Physics and Stellar Phenomena - 741.1 Light/Optics - 931.3 Atomic and Molecular Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Inhibition of mild steel corrosion in phosphoric acid solution by triazole derivatives","2006049661182","Wang, Lin (1) ","(1) Department of Chemistry, Yunnan University, Kunming, Yunnan 650091, China ","Wang, L.(wanglin@ynu.edu.cn) ","Corrosion Science","Corros. Sci.","","Elsevier Ltd","48","3","608-616","March 2006","","","2006","English","0010938X","","","","10.1016/j.corsci.2005.02.007","","","","","","CRRSAA","Journal article (JA)","Corrosion inhibition by triazole derivatives (n-PAT) on mild steel in phosphoric acid (H3PO4) solutions has been investigated by weight loss and polarization methods. The results indicate that these compounds act as mixed-type inhibitors retarding the anodic and cathodic corrosion reactions with emphasis on the former and do not change the mechanism of either hydrogen evolution reaction or mild steel dissolution. Some kinetic parameters are obtained. © 2005 Elsevier Ltd. All rights reserved.","28","Carbon steel","Corrosion inhibitors - Derivatives - Inorganic acids - Nitrogen compounds - Polarization - Reaction kinetics","Acidic solution - Cathodic corrosion reactions - Kinetic parameters - Triazole","539.2.1 Protection Methods - 545.3 Steel - 711.1 Electromagnetic Waves in Different Media - 802.2 Chemical Reactions - 804.1 Organic Compounds - 804.2 Inorganic Compounds","Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The nonequilibrium phase transition and the symmetry revival induced by time delay in an asymmetric bistable system with correlated noises","20094812503515","Long, Fei (1); Du, Lu-Chun (1); Mei, Dong-Cheng (1) ","(1) Department of Physics, Yunnan University, Kunming 650091, China ","Long, F. ","Chinese Physics B","Chin. Phys.","","Institute of Physics Publishing","18","11","4738-4741","2009","","","2009","English","16741056","","","","10.1088/1674-1056/18/11/022","","","","","","","Journal article (JA)","The nonequilibrium phase transition and the symmetry revival induced by time delay in a bistable system are investigated. The stationary probability distribution function (SPDF) of the bistable system with time delay and correlated noises are calculated by an analytical method and stochastic simulation respectively. The analytical and simulative results indicate that: (1) There is a certain value of λ(λ denotes the strength of correlations between the multiplicative and additive noises) to make the SPDF symmetric under some time delay; however, above or below the given value, the symmetry will be broken; (2) With the monotonic change of λ, the unimodal peak structure of SPDF becomes bimodal at the beginning, then it becomes unimodal again; this means that there is a reentrance phenomenon in the process; (3) There is a critical value of delay time, which makes the lower peak of SPDF equal to the higher one under the critical condition. This means that the symmetry revival phenomenon emerges. © 2009 Chin. Phys. Soc. and IOP Publishing Ltd.","29","Time delay","Additive noise - Distribution functions - Probability distributions - Stochastic models - Stochastic systems - Timing circuits - White noise","Analytical method - Asymmetric bistable systems - Bistable system - Correlated noise - Critical condition - Nonequilibrium phase transitions - Peak structure - Stochastic simulations","703 Electric Circuits - 713 Electronic Circuits - 713.4 Pulse Circuits - 922.1 Probability Theory - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"3D visual method for logic functions on exhaustive sequences","20110813676955","Li, Qingping (1); Zheng, Jeffrey Zhi J. (1) ","(1) School of Software, Yunnan University, Kunming, China ","Li, Q.(visualizationmodel@gmail.com) ","Proceedings 2010 IEEE International Conference on Information Theory and Information Security, ICITIS 2010","Proc. IEEE Int. Conf. Inf. Theory Inf. Secur., ICITIS","","IEEE Computer Society","","","553-557","2010","Proceedings 2010 IEEE International Conference on Information Theory and Information Security, ICITIS 2010","","2010","English","","","","9781424469406","10.1109/ICITIS.2010.5689535","5689535","","","","","","Conference article (CA)","Logic functions to generate pseudo-random sequence play an important role in cryptography applications. In practical security applications, in addition to time complexity, random characteristics of sequences can be investigated on spatial characteristics of logical function to test pseudo-random sequences. This paper uses a multi-parameter measurement system on three-dimension map to display spatial characteristics of logic functions. Under different coding schemes, intrinsic properties and the overall symmetry of logical functions for spatial characteristics can be observed. © 2010 IEEE.","12","Computer circuits","Cellular automata - Information theory - Security of data","Intrinsic property - Logic functions - Multi-parameter measurement - Pseudorandom sequences - Random characteristics - Security application - Spatial characteristics - Spatial properties","716.1 Information Theory and Signal Processing - 721.3 Computer Circuits - 723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effects of correlations between the real and imaginary parts of quantum noise on intensity fluctuation for a saturation laser model","20082111270568","Li, Yue-Hong (1); Mei, Dong-Cheng (1) ","(1) Department of Physics, Yunnan University, Kunming 650091, China ","Li, Y.-H. ","Chinese Physics B","Chin. Phys.","","Institute of Physics Publishing, Temple Back, Bristol, BS1 6BE, United Kingdom","17","1","76-79","January 1, 2008","","","2008","English","16741056","","","","10.1088/1674-1056/17/1/014","","","","","","","Journal article (JA)","This paper studies the effects of cross-correlations between the real and imaginary parts of quantum noise on the laser intensity in a saturation laser model. It derives the analytic expressions of the intensity correlation function C(τ) and the associated relaxation time T(C) in the case of a stable locked phase resulting from the cross-correlation λq between the real and imaginary parts of quantum noise. Based on numerical computations it finds that the presence of cross correlations between the real and imaginary parts of quantum noise slow down the decay of intensity fluctuation, i.e., it causes the increase of intensity fluctuation. © 2008 Chin. Phys. Soc. and IOP Publishing Ltd.","15","Quantum noise","Function evaluation - Laser radiation - Mathematical models - Numerical methods","Correlated noises - Saturation laser models","744 Lasers - 921.6 Numerical Methods - 931.4 Quantum Theory; Quantum Mechanics","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Statistical fluctuations in a saturation laser model with correlated noises","20070310366209","Chen, Shi-Bo (1); Mei, Dong-Cheng (1) ","(1) Department of Physics, Yunnan University, Kunming 650091, China ","Mei, D.-C.(kmdcmei@public.km.yn.cn) ","Chinese Physics","Chin. Phys.","","Institute of Physics Publishing, Temple Back, Bristol, BS1 6BE, United Kingdom","15","12","2861-2866","December 1, 2006","","","2006","English","10091963","17414199","","","10.1088/1009-1963/15/12/016","016","","","","","CHPHF4","Journal article (JA)","We study the effects of correlations between quantum and pump noises on fluctuations of the laser intensity in a saturation laser model. An approximative Fokker-Planck equation and analytic expressions of the steady-state probability distribution function (SPD) of the laser system are derived. Based on the SPD, the normalized mean, the normalized variance, and the normalized skewness of the steady-state laser intensity are calculated numerically. The results indicate that (i) the correlation strength λ of correlated noises always enhances the fluctuation of laser intensity; (ii) the correlation time τ of correlated noises strengthens the fluctuation of laser intensity for the below-threshold case but τ weakens it for the above-threshold case. © 2006 Chin. Phys. Soc. and IOP Publishing Ltd.","34","Lasers","Optical correlation - Probability distributions - Quantum theory - Statistical methods","Correlated noises - Laser intensity - Pump noises - Saturation laser - Statistical fluctuations","741.1 Light/Optics - 744.1 Lasers, General - 922.1 Probability Theory - 922.2 Mathematical Statistics - 931.4 Quantum Theory; Quantum Mechanics","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Design and implementation of ogre-based game scene editor software","20110813673065","Cai, Li (1); Chen, Zhen (1) ","(1) School of Software, Yunnan University, Kunming, China ","Cai, L. ","2010 International Conference on Computational Intelligence and Software Engineering, CiSE 2010","Int. Conf. Comput. Intell. Softw. Eng., CiSE","","IEEE Computer Society","","","","2010","2010 International Conference on Computational Intelligence and Software Engineering, CiSE 2010","","2010","English","","","","9781424453924","10.1109/CISE.2010.5676829","5676829","","","","","","Conference article (CA)","With the rapid development of network game, network education game as a new education means has gradually received much concern. Developing the network education game needs the support of game engine, and the scene editor software is a foundation of the game engine and an essential tool. This paper has realized the scene editor based on OGRE, .NET framework and C++/ CLI technology. The Software has abundant functions and humanized user interface, and can conveniently, swiftly edit terrain, surface, water surface, game element in the game scenes, etc. At present, the scenes created by this editor have already been applied to the network education game called 'Eastern Learning', and constructed a rich game learning environment for players, furthermore this software provides the theory foundation and application value for research and development of the educational game engine field. ©2010 IEEE.","7","Software design","Application programs - C++ (programming language) - Computation theory - Computer aided instruction - User interfaces","Design and implementations - Educational game - Game development - Game scene editor - Learning environments - Network education - OGRE - Research and development","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 722.2 Computer Peripheral Equipment - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Generalized AOR methods for linear complementarity problem","20071910591043","Li, Yaotang (1); Dai, Pingfan (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(liyaotang@ynu.edu.cn) ","Applied Mathematics and Computation","Appl. Math. Comput.","","Elsevier Inc., 360 Park Avenue South, New York, NY 10010, United States","188","1","7-18","May 1, 2007","","","2007","English","00963003","","","","10.1016/j.amc.2006.09.067","","","","","","AMHCBQ","Journal article (JA)","In this paper, we firstly establish a class of generalized AOR (GAOR) methods for solving a linear complementarity problem LCP(M, q), whose special case reduces to generalized SOR (GSOR) method. Then, some sufficient conditions for convergence of the GAOR and GSOR methods are presented, when the system matrix M is an H-matrix, M-matrix and a strictly or irreducible diagonally dominant matrix. Moreover, when M is an L-matrix, we discuss the monotone convergence of the new methods. Lastly, we report some computational results with the proposed methods. © 2006 Elsevier Inc. All rights reserved.","18","Linear programming","Computational methods - Convergence of numerical methods - Matrix algebra - Problem solving","Diagonally dominant matrix - Generalized methods - Linear complementarity problem - Monotone convergence","921.1 Algebra - 921.5 Optimization Techniques - 921.6 Numerical Methods","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ab initio study of the insertion reactions of Sc+(1D) with HF, HCl, H2O, H2S, NH3, PH3, CH4, and SiH4","2005189085200","Ye, Song (1); Wang, Chaojie (1) ","(1) Department of Chemistry, Yunnan University, Kunming 650091, China ","Ye, S.(songye@ynu.edu.cn) ","International Journal of Quantum Chemistry","Int J Quantum Chem","","John Wiley and Sons Inc.","102","6","1080-1086","May 5, 2005","","","2005","English","00207608","","","","10.1002/qua.20405","","","","","","IJQCB2","Journal article (JA)","The mechanism of scandium cation Sc+(1D) insertion into HF, HCl, H2O, H2S, NH3, PH3, CH4, and SiH4 has been investigated by ab initio molecular theory. All these reactions involve the initial formation of intermediate complexes followed by an H-atom migration process via a transition state to insertion products. The Sc+(1D) insertion into eight compound reactions indicate that (i) the reaction with hydride of the right-hand group is more exothermic than that of the left-hand group and has a lower barrier, and (ii) the reaction with the second-row hydride has a lower overall barrier and is less exothermic than with the first-row hydride. © 2005 Wiley Periodicals, Inc.","32","Quantum theory","Ethane - Ground state - Hydrides - Methane - Molecular structure - Positive ions - Scandium","Ab initio calculations - Insertion reaction - Intermediate complex - Transition state","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 801.4 Physical Chemistry - 804.1 Organic Compounds - 804.2 Inorganic Compounds - 931.3 Atomic and Molecular Physics - 931.4 Quantum Theory; Quantum Mechanics","Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
