Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Characteristic of selected frequency luminescence for paleo-debris flow deposits in Jiangjia Valley","20085011781001","Liu, Zhao-Wen (1); Wei, Ming-Jian (1); Pan, Bao-Lin (1); Liu, Chao (1); Li, Dong-Xu (1) ","(1) Laboratory of Luminescence Dating, Capital Normal University, Beijing 100048, China ","Liu, Z.-W. ","Yuanzineng Kexue Jishu/Atomic Energy Science and Technology","Yuanzineng Kexue Jishu","","Atomic Energy Publishing House","42","SUPPL.","362-366","September 2008","","","2008","Chinese","10006931","","","","","","","","","","YKJIEZ","Journal article (JA)","Eight paleo-debris flow samples from Nideping, Duozhao, Dawazi valley, and Jiangjia valley in Yunnan Province were tested with BG2003 luminescence spectrograph. The characteristic spectra of the selected frequency luminescence of paleo-debris flow deposits from the different locations were obtained. Excited at 488 nm, the wave-lengths of emission photons from all samples are 300, 310, 320, 400 and 460 nm. With green excitation (532 nm), the wavelengths of emission photons from all samples are 300, 310, 320 and 460 nm. Then it is determined that the luminescence spectrographs of Nideping are almost same in different time, however, they are different in Dawazi valley and Duozhao. Taking Nideping for example, excited at green, the debris flow substances from the upper, middle, or lower zone of this platform. Responsed to increasing irradiational dose at 310, 320, and 460 nm, we can define the wavelengths used for dating.","5","Light","Debris - Deposits - Landforms - Luminescence - Photons - Spectrographs","Debris flows - Jiangjiagou valley - Paleo-debris flow deposits - Selected frequency luminescence - Yunnan province","481.1 Geology - 741.1 Light/Optics - 741.3 Optical Devices and Systems - 931.3 Atomic and Molecular Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis on the differences in disease resistance of arrow bamboo from the perspective of genetic diversity","20172503799665","Li, Xueyang (1); Liao, Xuelan (1, 2); Gan, Na (3); Chen, Qibing (1) ","(1) College of Landscape Architecture, Sichuan Agricultural University, Chengdu, Sichuan, China (2) College of Life Science, China West Normal University, NanChong, Sichuan, China (3) Faculty Geography Resource Sciences, Sichuan Normal University, Chengdu, Sichuan, China ","Chen, Qibing ","Agro Food Industry Hi-Tech","Agro Food Ind. Hi-Tech","","TeknoScienze, Viale Brianza,22, Milano, 20127, Italy","28","1","3103-3105","January-February 2017","","","2017","English","17226996","20354606","","","","","","","","","","Journal article (JA)","Arrow bamboo (Bashania fangina) is a kind of arrow bamboo, belonging to angiosperm phylum of monocotyledon. It is mainly distributed in the southwest of Sichuan, Guizhou and Yunnan provinces, and is the primary edible bamboo of giant panda. Bamboo plants have both ornamental value and economic value, and the study on the genetic diversity of arrow bamboo at DNA level is of great significance. This paper mainly uses AFLP molecular marker technique as research method, selects two populations for the research, and uses POPGENE3.2 software to analyze experimental data. The results indicate that arrow bamboo has high degree of genetic diversity, and the variation rate of population is very low. This paper offers the basic materials for the theoretical research on the ecological adaptation and distribution characteristics of arrow bamboo, and provides references for the research and protection of bamboo plants in the future.","8","Bamboo","Biodiversity - Research","Disease resistance - Distribution characteristics - Economic values - Genetic diversity - Molecular marker - research methods - Theoretical research - Yunnan province","454 Environmental Engineering - 811.1 Pulp and Paper - 901.3 Engineering Research",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The block optimizing selection and eco-environmental problems of China shale gas exploration and development","20142917961093","Yue, Ting (1); Hu, She-Rong (1); Zhang, Yu (1); Li, Xiao-Fei (1) ","(1) China University of Mining and Technology, Beijing, 100083, China ","","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd","955-959","","1532-1540","2014","Advances in Environmental Technologies III","","2014","English","10226680","16628985","","9783038351351","10.4028/www.scientific.net/AMR.955-959.1532","","3rd International Conference on Energy and Environmental Protection, ICEEP 2014","April 26, 2014 - April 28, 2014","Xi'an, China","106221","","Conference article (CA)","China mainland shale gas exploration and development are carrying out gradually. According to shale gas enrichment degree, water resources distribution and the practice of exploration and development, China mainland shale gas resources can be divided into five blocks. On this basis, the author preliminary discussed the distribution of water resources and eco-environmental problems during shale gas exploration and development. Considering the practice of shale gas exploration and development and water resources situation, the author put forward that the Upper Yangtze and Yunnan-Guizhou-Guangxi region would be the most favourable block, and there are problems with China mainland shale gas exploration and development, such as large water consumption, well drilling water leakage and mud loss which would contaminate groundwater. In addition, shale gas well injection (grouting) might cause the occurrence of seismic events. After analyzing the two different kinds of opinions on whether China mainland shale gas exploration and development would cause environmental problems, the author pointed out that, without a doubt, there exist eco-environmental problems during shale gas exploration and development, and further proposed that we should put the environmental protection at first place and take the road of environment-friendly shale gas exploration and development by reference to the exploration and practice of shale gas development both of China and other advanced countries in the world. © (2014) Trans Tech Publications, Switzerland.","26","Shale gas","Environmental protection - Geological surveys - Groundwater - Groundwater pollution - Groundwater resources - Natural gas wells - Natural resources exploration - Shale - Well drilling","Distribution of water - Eco-environmental - Environmental problems - Exploration and development - Gas exploitation - Gas exploration - Optimizing selection - Yunnan-Guizhou-Guangxi region","444 Water Resources - 444.2 Groundwater - 454.2 Environmental Impact and Protection - 481.1 Geology - 501 Exploration and Prospecting - 505 Mines and Mining, Nonmetallic - 512 Petroleum and Related Deposits",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Influence of temperature, the content and valence of Fe in tourmaline on their polyhedron distortion","20131916319336","Zhao, Changchun (1); Liao, Libing (2); Yuan, Jiangyan (2); Cheng, Yao (2) ","(1) School of Science, China University of Geosciences, Beijing 100083, China (2) School of Materials Science and Technology, China University of Geosciences, Beijing 100083, China ","Liao, L.(lbliao@cugb.edu.cn) ","Kuei Suan Jen Hsueh Pao/Journal of the Chinese Ceramic Society","Kuei Suan Jen Hsueh Pao","","Chinese Ceramic Society","41","1","103-109","January 2013","","","2013","Chinese","04545648","","","","10.7521/j.issn.0454-5648.2013.01.20","","","","","","KSYHA5","Journal article (JA)","The structures of four tourmalines with different Fe contents from Xinjiang, Sichuan and Yunnan provinces, China and one tourmaline from Yunnan province heat-treated for 48 h and 72 h were characterized at room temperature and -100°C by single crystal X-ray diffraction. The influences of temperature, content and valence of Fe on the polyhedron distortion parameters were analyzed. The results show that the bond-length and bond-angle distortion of the [SiO4] polyhedra in four tourmaline decreases with increasing the Fe content at room temperature and -100°C, and the bond-length and bond-angle distortion of the [SiO4] polyhedra increases with increasing the heat treatment time, indicating that the temperature, iron content and valence are important factors affecting on the bond length and bond angle distortions of the [SiO4] polyhedra in tourmaline and the pyroelectric properties of tourmaline.","17","Bond length","Geometry - Heat treatment - Silicate minerals - Single crystals - X ray diffraction","Bond-angle distortion - Distortion parameters - Heat treatment time - Iron content - Pyroelectricproperties - Single crystal x-ray diffraction - Tourmaline - Yunnan province","482.2 Minerals - 537.1 Heat Treatment Processes - 801.4 Physical Chemistry - 921 Mathematics - 933.1 Crystalline Solids",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The study of grinding phosphate rock by the contrast of steel balls and iron segments","20131216129006","Yan, Fukun (1); Xiao, Qingfei (1); Tong, Xiong (1); Luo, Chunmei (2); Li, Bo (1) ","(1) School of Land Resource Engineering, Kunming University of Science and Technology, Kunming, Yunnan 650093, China (2) Yunnan University Engineering Technology Research Center, China ","Yan, F.(www.yi890714@126.com) ","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","295-298","","3050-3054","2013","Progress in Environmental Protection and Processing of Resource","","2013","English","16609336","16627482","","9783037856499","10.4028/www.scientific.net/AMM.295-298.3050","","2012 International Conference on Sustainable Energy and Environmental Engineering, ICSEEE 2012","December 29, 2012 - December 30, 2012","Guangzhou, China","95889","","Conference article (CA)","The grinding process has been one of the most important part for mineral processing,combined with the basic principle of selective grinding and grinding medium application,a low grade phosphorite in Yunnan province which was grinded by the precise size and ratio of iron segments, and with the same specifications compared with low chrome steel balls under the same condition.The obtained results shown that iron segments could get a fine grinding with level(+0.10mm) 1.89 percentage points lower, pulverization level(-0.01mm) 0.07 percentage points lower,intermediate easy level(0.074~0.038mm) 9.29 percentage points higher,which further explains the iron segments has a better selective grinding effect,and could be used as a kind of ore fine grinding medium. © (2013) Trans Tech Publications, Switzerland.","9","Grinding (machining)","Iron - Phosphate deposits","Basic principles - Grinding medium - Grinding process - Mill - Mineral processing - Percentage points - Phosphate rocks - Yunnan province","505.1 Nonmetallic Mines - 545.1 Iron - 606.2 Abrasive Devices and Processes",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The development of mine digitization information system and its application to the Lanping Pb-Zn mine","20083211430002","Yan, Yongfeng (1); Qin, Dexian (1); Yu, Yangxian (1); Li, Shilei (2); Jia, Fengqin (1); Wang, Xiaoli (1); Liu, Fangcheng (1) ","(1) Kunming University of Science and Technology, Kunming 650093, China (2) Sichuan Chuanwei Group Co., Ltd., Chengdu 610100, China ","Yan, Y.(yyf701018@sina.vip.com) ","Chinese Journal of Geochemistry","Chin. J. Geochem.","","Science Press","27","3","317-324","September 2008","","","2008","English","10009426","","","","10.1007/s11631-008-0317-6","","","","","","CJGEEV","Journal article (JA)","To compile the software package of the mine digitization information system in terms of the principle and methods of mathematics geology and geographic information system using computer languages such as VB and Matlab, this paper introduces the function composition and operating environment of this information system, and illustrates the function and effectiveness of the software package as exemplified by the Lanping Pb-Zn mine, Yunnan Province. © Science Press, Institute of Geochemistry, CAS and Springer-Verlag GmbH 2008.","13","Information use","Binary alloys - Computer operating systems - Functions - Information systems - Lead alloys - MATLAB - Zinc alloys","ITS applications - Operating environment - Utilization of resources - Yunnan province","546.1 Lead and Alloys - 546.3 Zinc and Alloys - 903.3 Information Retrieval and Use - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Power transformer DGA integrated diagnosis system based on Oracle database","20093512276663","Song, Bin (1); Mingbang, Chen (1) ","(1) School of Electrical Engineering, Wuhan University, Wuhan 430072, China ","Song, B.(bin-song@163.com) ","Asia-Pacific Power and Energy Engineering Conference, APPEEC","Asia-Pacific Pow. Energy Eng. Conf., APPEEC","Chinese Society for Electrical Engineering; IEEE Power and Energy Society; Scientific Research Publishing; Wuhan University","IEEE Computer Society","","","","2009","2009 Asia-Pacific Power and Energy Engineering Conference, APPEEC 2009 - Proceedings","","2009","English","21574839","21574847","","9781424424870","10.1109/APPEEC.2009.4918617","4918617","2009 Asia-Pacific Power and Energy Engineering Conference, APPEEC 2009","March 27, 2009 - March 31, 2009","Wuhan, China","77041","","Conference article (CA)","In the paper, a transformer dissolved gas analysis in oil (DGA) fault integrated diagnosis system based on Oracle is developed, and its modules are introduced. Fault diagnosis of transformer is based on three-ratio-method, grey relational entropy, fuzzy clustering, Artificial Neural Network, featured by its analytic hierarchy process to integrated analysis, so as to perfect existing diagnosis methods. The system has realized each module function by layers, and it can diagnose fault in power transformer. The system also can provide figure display and friendly help module. The effectiveness of the system is verified by DGA data in Yunnan Power Grid and other DGA data. © 2009 IEEE.","7","Fault detection","Electric power transmission networks - Failure analysis - Fuzzy neural networks - Oil filled transformers - Power transformers","Dissolved gas analysis - Fault diagnosis of transformers - Fault diagnosis systems - Integrated analysis - Integrated diagnosis - Three-ratio methods - Transformer - Yunnan power grid","704.2 Electric Equipment - 706.1.1 Electric Power Transmission - 706.2 Electric Power Lines and Equipment - 723.4 Artificial Intelligence",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Quantitative study of elements migration during the wall rock alteration process for Gejiu copper-polymetallic deposit inside rock","20130515975937","Deng, Xiaohu (1); Chen, Shouyu (2); Liao, Shili (1) ","(1) Resources Institute, China University of Geosciences (Wuhan), Wuhan, Hubei, 430074, China (2) Geological Processes and Mineral Resources, State Key Laboratory, China University of Geosciences (Wuhan), Wuhan, Hubei, 430074, China ","Deng, X.(aquadelf@163.com) ","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","261-262","","1138-1144","2013","Energy, Environment and Sustainable Development","","2013","English","16609336","16627482","","9783037855683","10.4028/www.scientific.net/AMM.260-261.1138","","2012 Asian Pacific Conference on Energy, Environment and Sustainable Development, APEESD 2012","November 12, 2012 - November 13, 2012","Kuala Lumpur, Malaysia","95113","","Conference article (CA)","With continuous consumption of proven resources, people have to turn to new resources or find new ways for prospecting. As to Yunnan Gejiu Tin and copper polymetallic deposit, deep ore prospecting may be the solution. The newly discovered copper-polymetallic deposit inside the rock of Tangzi'ao depression zone, which located in western part of Yunnan Gejiu east tin mine area, is a new type of deposit in deep ore prospecting. This kind of deposit produced in the alkali-rich, oxidizing environment, potash feldspathization is an important sign of prospecting, and a variety of metallic elements can be comprehensive utilization. It is special that potash feldspathization zone and epidotization zone alternating with each other; the phenomenon may caused by multi-period of hydrothermal fluids. By quantitative calculating the results of altered rocks and original rock samples, the author find out the migration laws of the constant elements and the main ore-forming elements and their associated elements, which provide a basis for prospecting in the future. © (2013) Trans Tech Publications, Switzerland.","15","Wall rock","Copper - Deposits - Metallic compounds - Natural resources exploration - Planning - Potash - Rocks - Sustainable development - Tin - Tin mines","Altered rock - Element migration - Hydrothermal fluids - Metallic elements - Multi-period - Ore-forming elements - Oxidizing environments - Polymetallic - Quantitative calculation - Quantitative study - Rock alterations - Rock sample - Yunnan Gejiu","911.2 Industrial Economics - 544.1 Copper - 546.2 Tin and Alloys - 612 Engines - 617 Turbines and Steam Turbines - 804.1 Organic Compounds - 804.2 Inorganic Compounds - 532 Metallurgical Furnaces - 504 Mines and Mining, Metal - 501 Exploration and Prospecting - 481.1 Geology - 444 Water Resources - 403 Urban and Regional Planning and Development - 512 Petroleum and Related Deposits",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Different approaches in conservation of historic cities in China","20112414058485","Zhu, Longbin (1); Goethert, Reinhard (2) ","(1) Nanjing University of Technology, China (2) MIT, Boston, United States ","Zhu, L. ","Proceedings of the Institution of Civil Engineers: Municipal Engineer","Proc. Inst. Civ. Eng. Munic. Eng.","","Thomas Telford Services Ltd","163","3","189-196","September 2010","","","2010","English","09650903","17517699","","","10.1680/muen.2010.163.3.189","","","","","","","Journal article (JA)","Many Chinese cities have started urban conservation programmes but the focus has mainly been on the preservation of historic buildings and tourism. These programmes have been usually based on top-down and commercial development, which often leads to demolition of traditional blocks and relocation of the original inhabitants. However, some initial experimentation has been based on 'cautious renovation' as well as modernization and participation and has achieved noteworthy results. This paper compares three different approaches 'demolition + renovation', 'relocation + renovation' and 'renovation + participation' using three realised projects as examples: Xin Tian Di of Shanghai, Lijiang of Yunnan Province and Yangzhou of Jiangsu Province. The focus is on sustainable conservation of historic cities and the role of engineers and their contribution.","7","Historic preservation","Conservation - Demolition - History - Patient rehabilitation","Chinese cities - Commercial development - Historic buildings - Historic city - Jiangsu province - Sustainable conservations - Urban conservation - Yunnan province","461.5 Rehabilitation Engineering and Assistive Technology - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Second Phase of the Grain for Green Program: Adapting the Largest Reforestation Program in the World to the New Conditions in Rural China","20193107255321","Delang, Claudio O. (1) ","(1) Department of Geography, Hong Kong Baptist University, Kowloon Tong, Hong Kong ","Delang, Claudio O.(cdelang@hkbu.edu.hk) ","Environmental Management","Environ. Manage.","","Springer New York LLC","64","3","303-312","September 1, 2019","","","2019","English","0364152X","14321009","","","10.1007/s00267-019-01185-4","","","","","","EMNGDC","Journal article (JA)","This paper introduces the second phase of the Grain for Green. The first phase ran from 1999 to 2014, and the second phase started in 2015. The second phase of the GfG (GfG/2) addresses some problems of the first phase (GfG/1), in particular the lack of income for the farmers, as well as some changes to the rural areas, in particular the small number of remaining farmers. The paper describes how the GfG/2 (unlike the GfG/1) encourages farmers to organize themselves in cooperatives, or work with investors, and grow fruit trees to generate sustainable incomes. The paper also describes the constraints that prevent the smooth implementation of the GfG/2, in particular the insufficient financial support, the fact that some of the land that should be converted is 'essential farmland', and the small and scattered pieces of farmland. The paper argues that in spite of this, the program is likely to succeed, and help farmers generate sustainable incomes. The paper is based in four periods of fieldwork in Chongqing Municipality, Shaanxi Province, and Yunnan Province and extensive interviews of farmers and government officers. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.","52","Rural areas","Orchards - Reforestation","China - Financial support - Fruit trees - Grain for greens - Migration - Rural chinas - Second phase - Yunnan province","821.3 Agricultural Methods",,"Number: FRG2/15-16/098, Acronym: HKBU, Sponsor: Hong Kong Baptist University; Number: 12305116, Acronym: -, Sponsor: -; ","The work described in this paper has been partially supported by a Faculty Research Grant from the Faculty of Social Sciences of Hong Kong Baptist University, Hong Kong Special Administrative Region, China (project no. FRG2/15-16/098), and partially supported by a grant from the Research Grants Council of the Hong Kong Special Administrative Region, China (project no. 12305116).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
